id,idGoogle,AccessInfoCountry,AccessInfoPublicDomain,AccessInfotextToSpeechPermission,AccessInfoViewAbility,AccessViewStatus,AllowAnonLogging,Authors,AverageRatin,CanonicalVolumeLink,Categories,ContentVersion,Description,EpubIsAvailable,Etag,ImagesLinksSmallThumbnails,ImagesLinksThubmnail,InfoLink,ISBN10,ISBN13,Kind,Language,MaturityRating,PageCount,PfIsAvailable,PreviewLink,PrintType,PublishedDate,Publisher,QuoteSharingAllowed,RatingsCount,ReadingModesImage,ReadingModesText,SaleInfoCountry,SaleInfoisEbook,SaleInfoSaleability,SearchInfoTextSnippet,SelfLink,SubTitle,Title,WebReaderLink,AccessInfoEmbeddable,UploadDate,OTHER
228,WrVcvgAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/TA_TODO_MUNDO_MAL.html?hl=&id=WrVcvgAACAAJ,NULL,preview-1.0.0,"Do alto de seus 25 anos, Julia Tolezano, mais conhecida como Jout Jout, já passou por todo tipo de crise. De achar que seus peitos eram pequenos demais a não saber que carreira seguir. Em Tá todo mundo mal, ela reuniu as suas melhores angústias em textos tão divertidos e inspirados quanto os vídeos de seu canal no YouTube, Jout Jout, Prazer. Família, aparência, inseguranças, relacionamentos amorosos, trabalho, onde morar e o que fazer com os sushis que sobraram no prato são algumas das questões que ela levanta. Além de nos identificarmos, Jout Jout sabe como nos fazer sentir melhor, pois nada como ouvir sobre crises alheias para aliviar as nossas próprias!"," false",ZbDeeAL59FY,NULL,NULL,http://books.google.com.br/books?id=WrVcvgAACAAJ&dq=isbn:9788535927207&hl=&source=gbs_api,8535927204,9788535927207,books#volume,pt,NOT_MATURE,200," false",http://books.google.com.br/books?id=WrVcvgAACAAJ&dq=isbn:9788535927207&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Em Tá todo mundo mal, ela reuniu as suas “melhores” angústias em textos tão divertidos e inspirados quanto os vídeos de seu canal no YouTube, “Jout Jout, Praze",https://www.googleapis.com/books/v1/volumes/WrVcvgAACAAJ,NULL,"TA TODO MUNDO MAL",http://play.google.com/books/reader?id=WrVcvgAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
229,jB_eSAAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/Por_que_os_homens_se_casam_com_as_mulher.html?hl=&id=jB_eSAAACAAJ,"Courtship    ",preview-1.0.0,"Nesta edição revista, Sherry Argov deixa a sutileza de lado e explica de uma forma por que uma mulher 'superlegal' não consegue fazer com que um homem se dedique mais a ela. Em 'Por Que Os Homens Se Casam Com As Mulheres Poderosas?', a autora procura ensinar como irradiar autoconfiança para as mulheres conseguirem o amor e o respeito que merecem. Dotado de um novo capítulo com cartas de leitoras e dicas sobre como controlar melhor as emoções, o livro visa mostrar ao público feminino como transformar um relacionamento sem compromisso em algo realmente sério."," false",//pnPLIMHbY,NULL,NULL,http://books.google.com.br/books?id=jB_eSAAACAAJ&dq=isbn:9788576844778&hl=&source=gbs_api,857684477X,9788576844778,books#volume,pt,NOT_MATURE,271," false",http://books.google.com.br/books?id=jB_eSAAACAAJ&dq=isbn:9788576844778&hl=&cd=1&source=gbs_api,BOOK,2011,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Nesta edição revista, Sherry Argov deixa a sutileza de lado e explica de uma forma por que uma mulher &#39;superlegal&#39; não consegue fazer com que um homem se dedique mais a e",https://www.googleapis.com/books/v1/volumes/jB_eSAAACAAJ,"um guia para solteiras ou casadas deixarem os homens a seus pés","Por que os homens se casam com as mulheres poderosas? (Por que os homens se casam com as manipuladoras)",http://play.google.com/books/reader?id=jB_eSAAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
230,-azQtAEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/Gente_Que_Convence.html?hl=&id=-azQtAEACAAJ,NULL,preview-1.0.0,"Não basta ter talento para ser bem-sucedido. Se sua mensagem não for suficientemente impactante, as pessoas não prestarão atenção em você. Você já teve a desagradável sensação de ser subestimado? Já se sentiu em desvantagem por não saber como argumentar? Já perdeu oportunidades por não conseguir demonstrar seus pontos fortes? Já fez ótimos trabalhos, mas não obteve o devido reconhecimento? Essas situações são mais comuns que se imagina, pois frequentemente você precisa convencer alguém de algo: sua competência profissional; seu valor em um relacionamento afetivo ou a qualidade de seus produtos e serviços. Portanto, é fundamental identificar e utilizar as características de sua personalidade que aumentam sua autoconfiança, bem como aplicar técnicas para aprimorar seu poder de persuasão. Nesse livro o autor propõe um método prático, que dará ferramentas para potencializar sua capacidade de convencimento e, assim, melhorar significativamente seus resultados pessoais e profissionais."," false",9gC9dmBJFQI,NULL,NULL,http://books.google.com.br/books?id=-azQtAEACAAJ&dq=isbn:9788542208306&hl=&source=gbs_api,8542208307,9788542208306,books#volume,pt,NOT_MATURE,240," false",http://books.google.com.br/books?id=-azQtAEACAAJ&dq=isbn:9788542208306&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Não basta ter talento para ser bem-suce",https://www.googleapis.com/books/v1/volumes/-azQtAEACAAJ,NULL,"Gente Que Convence",http://play.google.com/books/reader?id=-azQtAEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
231,iNfTcQAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,4,https://books.google.com/books/about/Depois_da_escurid%C3%A3o.html?hl=&id=iNfTcQAACAAJ,NULL,preview-1.0.0,"A doce e angelical Grace Brookstein é a socialite mais querida dos Estados Unidos e leva uma vida de princesa. Até o dia em que seu marido, o bilionário Lenny Brookstein, dono do fundo de hedge Quorum, sai para velejar e nunca mais retorna. Enquanto lida com a trágica morte do marido, um novo escândalo abala a vida de Grace - bilhões de dólares desaparecem do fundo Quorum, provocando a falência de milhares de famílias. Grace torna-se a principal suspeita e da noite para o dia sua vida se transforma. Determinada a provar sua inocência, Grace embarca numa jornada que revelará que ninguém a sua volta é digno de confiança."," false",waHtnhYAJZU,NULL,NULL,http://books.google.com.br/books?id=iNfTcQAACAAJ&dq=isbn:8501090999&hl=&source=gbs_api,8501090999,9788501090997,books#volume,pt,NOT_MATURE,463," false",http://books.google.com.br/books?id=iNfTcQAACAAJ&dq=isbn:8501090999&hl=&cd=1&source=gbs_api,BOOK,2011,NULL,false,1,false,false,BR," false",NOT_FOR_SALE,"DEpois da escuridão conduz o leitor a uma jornada alucinante que dá continuidade ao legado do mestre",https://www.googleapis.com/books/v1/volumes/iNfTcQAACAAJ,NULL,"Depois da escuridão",http://play.google.com/books/reader?id=iNfTcQAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
232,6btuXwAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/DIARIO_DE_UMA_GAROTA_NADA_POPULAR_V_2.html?hl=&id=6btuXwAACAAJ,NULL,preview-1.0.0,"Acostumada com a nova escola e tendo duas melhores amigas por perto, a vida está melhorando para Nikki Maxwell, principalmente depois que Brandon, sua paixão secreta, a convidou para ser sua parceira de laboratório. No entanto, quando ouve a menina má do colégio, MacKenzie, dizer que será o par de Brandon na festa de Halloween, Nikki fica decepcionada e aceita passar a data ajudando na festinha de sua irmã mais nova, Brianna. Após descobrir que MacKenzie estava mentindo e que seu sonho de ir à festa com Brandon pode se tornar realidade, Nikki percebe que terá de se revezar entre os dois eventos, sem atrapalhar sua relação com quaisquer partes."," false",oYxvwPpzJeU,NULL,NULL,http://books.google.com.br/books?id=6btuXwAACAAJ&dq=isbn:9788576861409&hl=&source=gbs_api,8576861402,9788576861409,books#volume,pt,NOT_MATURE,279," false",http://books.google.com.br/books?id=6btuXwAACAAJ&dq=isbn:9788576861409&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Acostumada com a nova escola e tendo duas melhores amigas por perto, a vida está melhorando para Nikki Maxwell, principalmente depois que Brandon, sua paixão secreta, a convidou para ser sua parceira de",https://www.googleapis.com/books/v1/volumes/6btuXwAACAAJ,"HISTORIAS DE UMA BALADEIRA NEM UM POUCO GLAMOUROSA","DIARIO DE UMA GAROTA NADA POPULAR, V.2",http://play.google.com/books/reader?id=6btuXwAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
233,57FQvgAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/PAPO_DE_MENINA.html?hl=&id=57FQvgAACAAJ,NULL,preview-1.0.0,"Elas têm 12 e 13 anos e uma rotina igualzinha à sua: vão à escola, fazem lição de casa, passeiam, cuidam da beleza e de vez em quando simplesmente não fazem nada. \""Em Papo de Menina\"", Mariany e Nathany falam sem parar. Falam sobre as dúvidas que todo adolescente tem, os pequenos dramas desta fase e ainda dão dicas sobre estilo, receitinhas gostosas e até sugestões de desafios para fazer com a irmã (ou o irmão, o vizinho, o amigo da escola...). Em todos os capítulos, você participa da conversa e interage com as meninas. Agora ficou mais fácil estar pertinho delas!"," false",2LlUOfn6PRk,NULL,NULL,http://books.google.com.br/books?id=57FQvgAACAAJ&dq=isbn:9788582463291&hl=&source=gbs_api,8582463294,9788582463291,books#volume,pt,NOT_MATURE,160," false",http://books.google.com.br/books?id=57FQvgAACAAJ&dq=isbn:9788582463291&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"FOi justamente o jeitinho “garota da minha rua” que fez dessas mineiras um fenômeno de popularidade na internet (mais de 1 milhão de inscritos!). EM Papo de Menina, Mariany e Nathany falam se",https://www.googleapis.com/books/v1/volumes/57FQvgAACAAJ,NULL,"PAPO DE MENINA",http://play.google.com/books/reader?id=57FQvgAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
234,lBSEtgAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,5,https://books.google.com/books/about/PRESENTES_DA_VIDA.html?hl=&id=lBSEtgAACAAJ,NULL,preview-1.0.0,"Darcy Rhone sempre teve todos os homens aos seus pés. Tinha um emprego glamouroso, um seleto círculo de amizades e um noivo perfeito, Dexter Thaler. No entanto, tudo mudou quando Darcy se envolveu com o melhor amigo de seu noivo. Seu noivado acabou e ela perdeu sua melhor amiga, Rachel. Incapaz de assumir responsabilidades e de enfrentar todo esse mal-estar, Darcy fugiu para Londres, para a casa de um amigo de infância, imaginando que poderia passar uma borracha em tudo isso. Mas, para seu desânimo, Londres se tornou um mundo estranho, onde seus truques de sedução não mais funcionavam e onde sua sorte parecia ter se evaporado."," false",8t2+iBP94C4,NULL,NULL,http://books.google.com.br/books?id=lBSEtgAACAAJ&dq=isbn:9788563219947&hl=&source=gbs_api,8563219944,9788563219947,books#volume,pt,NOT_MATURE,383," false",http://books.google.com.br/books?id=lBSEtgAACAAJ&dq=isbn:9788563219947&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,1,false,false,BR," false",NOT_FOR_SALE,"Darcy Rhone sempre teve todos os homens aos se",https://www.googleapis.com/books/v1/volumes/lBSEtgAACAAJ,NULL,"PRESENTES DA VIDA",http://play.google.com/books/reader?id=lBSEtgAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
235,xxnluAAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/O_PODER.html?hl=&id=xxnluAAACAAJ,NULL,preview-1.0.0,"Nesta obra, Rhonda Byrne busca mostrar ao leitores que o maior poder do Universo está dentro das pessoas e que elas podem conseguir tudo o que desejam."," false",nic/sDJ8/hA,NULL,NULL,http://books.google.com.br/books?id=xxnluAAACAAJ&dq=isbn:9788522012305&hl=&source=gbs_api,852201230X,9788522012305,books#volume,pt,NOT_MATURE,272," false",http://books.google.com.br/books?id=xxnluAAACAAJ&dq=isbn:9788522012305&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Nesta obra, Rhonda Byrne busca mostrar ao leitores que o maior poder do Universo está dentro das pessoas e que elas podem conseguir tudo o que dese",https://www.googleapis.com/books/v1/volumes/xxnluAAACAAJ,NULL,"O PODER",http://play.google.com/books/reader?id=xxnluAAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
236,qSQmywAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/O_livro_do_Boni.html?hl=&id=qSQmywAACAAJ,"Television broadcasting    ",preview-1.0.0,"Este livro reúne uma série de histórias profissionais e pessoais de José Bonifácio de Oliveira Sobrinho, que têm como protagonistas alguns nomes da comunicação do país - seja na publicidade, no rádio e na televisão. Autores como Janete Clair e Dias Gomes, humoristas como Chico Anysio e Jô Soares, e atores como Tarcísio Meira, Glória Menezes, Regina Duarte e Tony Ramos, além de jornalistas e diretores, acompanham as histórias de Boni, que refaz, nessa obra, a trajetória percorrida desde a sua infância até a TV Globo, onde se notabilizou."," false",abm1Ldt/02Y,NULL,NULL,http://books.google.com.br/books?id=qSQmywAACAAJ&dq=isbn:9788577342266&hl=&source=gbs_api,8577342263,9788577342266,books#volume,pt,NOT_MATURE,463," false",http://books.google.com.br/books?id=qSQmywAACAAJ&dq=isbn:9788577342266&hl=&cd=1&source=gbs_api,BOOK,2011,"Casa Da Palavra",false,0,false,false,BR," false",NOT_FOR_SALE,"Este livro reúne uma série de histórias profissionais e pessoais de José Bonifácio de Oliveira Sobrinho, que têm como protagonistas alguns nomes da comunicação do país - seja na publicidade, no rádio e na tele",https://www.googleapis.com/books/v1/volumes/qSQmywAACAAJ,NULL,"O livro do Boni",http://play.google.com/books/reader?id=qSQmywAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
237,KlqQjwEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/Correr.html?hl=&id=KlqQjwEACAAJ,NULL,preview-1.0.0,NULL," false",xlzew2P2J/g,NULL,NULL,http://books.google.com.br/books?id=KlqQjwEACAAJ&dq=isbn:9788535925197&hl=&source=gbs_api,8535925198,9788535925197,books#volume,pt,NOT_MATURE,216," false",http://books.google.com.br/books?id=KlqQjwEACAAJ&dq=isbn:9788535925197&hl=&cd=1&source=gbs_api,BOOK,2015,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Em Correr, Drauzio conta como e por que decidiu espantar o sedentarismo; relata o desafio da primeira maratona; nos dá um panorama da história das corridas desde sua suposta origem na Grécia antiga; oferece informações médicas sobre",https://www.googleapis.com/books/v1/volumes/KlqQjwEACAAJ,NULL,Correr,http://play.google.com/books/reader?id=KlqQjwEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
238,zKNmswEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/O_Homem_De_Giz.html?hl=&id=zKNmswEACAAJ,NULL,preview-1.0.0,"Assassinato e sinais misteriosos em uma trama para fãs de Stranger Things e Stephen King Em 1986, Eddie e os amigos passam a maior parte dos dias andando de bicicleta pela pacata vizinhança em busca de aventuras. OS desenhos a giz são seu código secreto: homenzinhos rabiscados no asfalto; mensagens que só eles entendem. MAs um desenho misterioso leva o grupo de crianças até um corpo desmembrado e espalhado em um bosque. DEpois disso, nada mais é como antes. Em 2016, Eddie se esforça para superar o passado, até que um dia ele e os amigos de infância recebem um mesmo aviso: o desenho de um homem de giz enforcado. QUando um dos amigos aparece morto, Eddie tem certeza de que precisa descobrir o que de fato aconteceu trinta anos atrás. Alternando habilidosamente entre presente e passado, O Homem de Giz traz o melhor do suspense: personagens maravilhosamente construídos, mistérios de prender o fôlego e reviravoltas que vão impressionar até os leitores mais escaldados."," false",7eDTi71cG2Q,NULL,NULL,http://books.google.com.br/books?id=zKNmswEACAAJ&dq=isbn:9788551002933&hl=&source=gbs_api,8551002937,9788551002933,books#volume,pt,NOT_MATURE,272," false",http://books.google.com.br/books?id=zKNmswEACAAJ&dq=isbn:9788551002933&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Alternando habilidosamente entre presente e passado, O Homem de Giz traz o melhor do suspense: personagens maravilhosamente construídos, mistérios de prender o fôlego e reviravoltas que vão impressionar até os leitores mais e",https://www.googleapis.com/books/v1/volumes/zKNmswEACAAJ,NULL,"O Homem De Giz",http://play.google.com/books/reader?id=zKNmswEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
239,9l-9NAEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/VIVER_COM_FE.html?hl=&id=9l-9NAEACAAJ,NULL,preview-1.0.0,"Segundo a obra, a fé está presente no dia a dia das pessoas, não necessariamente sob a forma de religião. Ela representa a força interna que cada um busca para quebrar barreiras aparentemente difíceis de ser superadas. Com este livro, o leitor poderá conhecer as histórias de pessoas como Maria Bethânia, Carlinhos de Jesus e muitos outros."," false",yQx4RF7WB7k,NULL,NULL,http://books.google.com.br/books?id=9l-9NAEACAAJ&dq=isbn:9788577342952&hl=&source=gbs_api,8577342956,9788577342952,books#volume,pt,NOT_MATURE,160," false",http://books.google.com.br/books?id=9l-9NAEACAAJ&dq=isbn:9788577342952&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Segundo a obra, a fé está presente no dia a dia das pessoas, não necessariamente sob a forma de re",https://www.googleapis.com/books/v1/volumes/9l-9NAEACAAJ,NULL,"VIVER COM FE",http://play.google.com/books/reader?id=9l-9NAEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
240,xqUPjwEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/N%C3%BAmero_zero.html?hl=&id=xqUPjwEACAAJ,"Conspiracies    ",preview-1.0.0,"1945, Lake Como. Mussolini and his mistress are captured and shot by local partisans. The precise circumstances of Il Duce's death remain shrouded in controversy. 1992, Milan. Colonna, a depressed writer picking up hack work, is offered a fee he can't refuse to ghost-write a memoir. His subject: a fledgling newspaper, which happens to be financed by a powerful media magnate. As Colonna gets to know the team of journalists, he learns the paranoid theories of Braggadocio who is convinced that Mussolini's corpse was a body-double and part of a wider Fascist plot. It's the scoop he desperately needs. The evidence? He's working on it. Colonna is sceptical. But when a body is found, stabbed to death in a back alley and the paper is shut down, even he is jolted out of his complacency. Fuelled by media hoaxes, Mafiosi, love, gossip and murder, Numero Zero reverberates with the clash of the forces that have shaped Italy since World War II."," false",0eSKYzRDukg,NULL,NULL,http://books.google.com.br/books?id=xqUPjwEACAAJ&dq=isbn:9788501104670&hl=&source=gbs_api,8501104671,9788501104670,books#volume,pt,NOT_MATURE,207," false",http://books.google.com.br/books?id=xqUPjwEACAAJ&dq=isbn:9788501104670&hl=&cd=1&source=gbs_api,BOOK,2015,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"&quot;Um grupo de redatores, reunido ao acaso, pre",https://www.googleapis.com/books/v1/volumes/xqUPjwEACAAJ,NULL,"Número zero",http://play.google.com/books/reader?id=xqUPjwEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
241,kd8jvgAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/NAMORO_BLINDADO.html?hl=&id=kd8jvgAACAAJ,NULL,preview-1.0.0,"Imagine acordar um dia e descobrir que se casou com a pessoa errada. Ou perder o seu grande amor porque você estragou o relacionamento com suas próprias mãos. Ou não perceber aquela pessoa especial quando ela passar por sua vida. Para quem não quer gastar o resto da vida lamentando uma péssima decisão, \""Namoro Blindado\"" é leitura obrigatória. Qualquer que seja a sua fase de solteiro - se está só, esperando, paquerando, ficando, namorando, catando os pedaços do seu coração, divorciado, viúvo ou enrolado - este livro ajudará a se situar para não se perder no mundo cada vez mais complicado dos relacionamentos modernos. Anos de experiência garantiram a Renato e a Cristiane Cardoso autoridade para afirmar que a maioria dos divórcios começa... no namoro! \""Namoro Blindado\"" abre os olhos e mostra, na prática, como agir. É o manual para qualquer idade, da adolescência aos solteiros mais maduros. Afinal, nunca é cedo (nem tarde) demais para aprender o amor inteligente."," false",Mh0RiCjetj4,NULL,NULL,http://books.google.com.br/books?id=kd8jvgAACAAJ&dq=isbn:9788578607654&hl=&source=gbs_api,8578607651,9788578607654,books#volume,pt,NOT_MATURE,320," false",http://books.google.com.br/books?id=kd8jvgAACAAJ&dq=isbn:9788578607654&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"&quot;Namoro Blindado&quot; abre os olhos e mostra, na prática, como agir. É o manual para qualquer idade, da adolescência aos solteiros mais maduros. Afinal, nunca é cedo (nem tarde) demais para aprender o amor inteligente",https://www.googleapis.com/books/v1/volumes/kd8jvgAACAAJ,NULL,"NAMORO BLINDADO",http://play.google.com/books/reader?id=kd8jvgAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
242,qtQ8vgAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/SINCERAMENTE_MAISA_HISTORIAS_DE_UMA_GARO.html?hl=&id=qtQ8vgAACAAJ,NULL,preview-1.0.0,"Quem é uma das estrelas mais famosas da televisão brasileira que encanta a todos desde os 3 anos de idade? Neste livro ilustrado e muito bem-humorado, as duas Maisas, a criança e a adolescente, falam sobre a vida, as dificuldades, as amizades, a família, e todo o trajeto que a trouxe até aqui. Até agora..."," false",+IAGO1k4J5w,NULL,NULL,http://books.google.com.br/books?id=qtQ8vgAACAAJ&dq=isbn:9788582353998&hl=&source=gbs_api,8582353995,9788582353998,books#volume,pt,NOT_MATURE,144," false",http://books.google.com.br/books?id=qtQ8vgAACAAJ&dq=isbn:9788582353998&hl=&cd=1&source=gbs_api,BOOK,2016,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Quem é uma das estrelas mais famosas da televisão brasileira que encanta a todos desde os 3 anos de idade?Neste livro ilustrado e muito bem-humorado, as duas Maisas, a criança e a adolescente, falam sobre a vida, as dificuldade",https://www.googleapis.com/books/v1/volumes/qtQ8vgAACAAJ,NULL,"SINCERAMENTE MAISA - HISTORIAS DE UMA GAROTA NADA",http://play.google.com/books/reader?id=qtQ8vgAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
243,EgQ7uAEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/Vida_Com_Propositos_Uma_para_Que_Estou_N.html?hl=&id=EgQ7uAEACAAJ,NULL,preview-1.0.0,"Uma nova edição para uma nova geração! com duas novas particularidades - um vídeo de introdução por Rick Warren para os capítulos 1-42; dois novos capítulos sobre as barreiras mais comuns para viver uma vida com propósitos. 'Para que estou na terra? - uma vida com propósitos', responde à grande questão da humanidade. Apoiado em mais de 1.200 versículos bíblicos, o pastor Rick Warren nos aponta o real sentido da vida."," false",acVMA05mVeQ,NULL,NULL,http://books.google.com.br/books?id=EgQ7uAEACAAJ&dq=isbn:9788538302759&hl=&source=gbs_api,8538302752,9788538302759,books#volume,pt,NOT_MATURE,400," false",http://books.google.com.br/books?id=EgQ7uAEACAAJ&dq=isbn:9788538302759&hl=&cd=1&source=gbs_api,BOOK,NULL,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Uma nova edição para uma nova geração! com duas novas particularidades - um vídeo de introdução por Rick Warren para os capítulos 1-42; dois novos capítulos sobre as barreiras mais comuns para vive",https://www.googleapis.com/books/v1/volumes/EgQ7uAEACAAJ,NULL,"Vida Com Propositos, Uma -para Que Estou Na Terra?",http://play.google.com/books/reader?id=EgQ7uAEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
244,vLPeQwAACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/Fa%C3%A7a_o_que_tem_de_ser_feito.html?hl=&id=vLPeQwAACAAJ,"Employee empowerment    ",preview-1.0.0,"O presente livro pretende trazer diversos conselhos, ilustrados com histórias da vida real, com o objetivo de fazer com que o leitor se torne o dono do seu destino e do seu sucesso. Através de exemplos, a obra procura mostrar as iniciativas para que cada um - tenha anos de casa ou acabado de ser contratado - possa tomar para ser reconhecido como alguém que 'faz as coisas acontecerem'."," false",xsJve9cu/TU,NULL,NULL,http://books.google.com.br/books?id=vLPeQwAACAAJ&dq=isbn:9788575420492&hl=&source=gbs_api,8575420496,9788575420492,books#volume,pt,NOT_MATURE,136," false",http://books.google.com.br/books?id=vLPeQwAACAAJ&dq=isbn:9788575420492&hl=&cd=1&source=gbs_api,BOOK,2003,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"O presente livro pretende trazer diversos conselhos, ilustrados com histórias da vida real, com o objetivo de fazer com que o leitor se torne o dono do seu destino e do seu suce",https://www.googleapis.com/books/v1/volumes/vLPeQwAACAAJ,"e não apenas o que lhe pedem","Faça o que tem de ser feito",http://play.google.com/books/reader?id=vLPeQwAACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
245,0T-VnAEACAAJ,BR,false,ALLOWED,NO_PAGES,NONE,false,NULL,0,https://books.google.com/books/about/INDOMAVEL.html?hl=&id=0T-VnAEACAAJ,NULL,preview-1.0.0,"Apesar de ter nascido sem braços nem pernas, Vujicic não deixou de desfrutar de grandes aventuras, desenvolver uma carreira compensadora e viver significativos relacionamentos amorosos. Nick Vujicic consegue superar as provações e dificuldades de sua vida ao concentrar-se na certeza de que nasceu com um propósito único e relevante. E não importa o quanto tudo pareça, às vezes, desesperador e difícil, Nick continua a acreditar, porque ele sabe - seu poder é desencadeado quando a fé entra em ação. E essa experiência de fé, essa certeza de que a dificuldade está aí para ser superada, pode ser conquistada por qualquer pessoa que realmente queira ter uma vida inacreditavelmente maravilhosa. As adversidades do mundo moderno como - problemas de relacionamento; desafios da carreira e do trabalho; preocupações com a saúde; pensamentos autodestrutivos e vícios; bullying e intolerância são infortúnios que podem ser descartados. É realmente possível conquistar o desejado equilíbrio entre corpo e mente; coração e espírito. Mas essa é uma conquista que demanda know-how; um conhecimento que Nick Vujicic tem de sobra - e está disposto a compartilhar."," false",oWVikCxrbnE,NULL,NULL,http://books.google.com.br/books?id=0T-VnAEACAAJ&dq=isbn:9788581630465&hl=&source=gbs_api,8581630464,9788581630465,books#volume,pt,NOT_MATURE,248," false",http://books.google.com.br/books?id=0T-VnAEACAAJ&dq=isbn:9788581630465&hl=&cd=1&source=gbs_api,BOOK,2013,NULL,false,0,false,false,BR," false",NOT_FOR_SALE,"Apesar de ter nascido sem braços nem pernas, Vujicic não deixou de desfrutar de grandes aventuras, desenvolver uma carreira compensadora e viver significativos relacioname",https://www.googleapis.com/books/v1/volumes/0T-VnAEACAAJ,NULL,INDOMAVEL,http://play.google.com/books/reader?id=0T-VnAEACAAJ&hl=&printsec=frontcover&source=gbs_api,false,2019-03-28,NULL
